rho,phi,dphi
0.0000,3.5687293044,0.0000000000
0.00125,3.5687293044,-0.0000000000
0.0025,3.5687293044,-0.0000000000
0.0037,3.5687293044,-0.0000000000
0.0050,3.5687293044,-0.0000000000
0.0062,3.5687293044,-0.0000000000
0.0075,3.5687293044,-0.0000000000
0.0088,3.5687293044,-0.0000000000
0.0100,3.5687293044,-0.0000000000
0.0112,3.5687293044,-0.0000000000
0.0125,3.5687293044,-0.0000000000
0.0137,3.5687293044,-0.0000000000
0.0150,3.5687293044,-0.0000000000
0.0162,3.5687293044,-0.0000000000
0.0175,3.5687293044,-0.0000000000
0.0187,3.5687293044,-0.0000000000
0.0200,3.5687293044,-0.0000000000
0.0213,3.5687293044,-0.0000000000
0.0225,3.5687293044,-0.0000000000
0.0237,3.5687293044,-0.0000000000
0.0250,3.5687293044,-0.0000000000
0.0262,3.5687293044,-0.0000000000
0.0275,3.5687293044,-0.0000000000
0.0287,3.5687293044,-0.0000000000
0.0300,3.5687293044,-0.0000000000
0.0312,3.5687293044,-0.0000000000
0.0325,3.5687293044,-0.0000000000
0.0337,3.5687293044,-0.0000000000
0.0350,3.5687293044,-0.0000000000
0.0362,3.5687293044,-0.0000000000
0.0375,3.5687293044,-0.0000000000
0.0388,3.5687293044,-0.0000000000
0.0400,3.5687293044,-0.0000000000
0.0412,3.5687293044,-0.0000000000
0.0425,3.5687293044,-0.0000000000
0.0437,3.5687293044,-0.0000000000
0.0450,3.5687293044,-0.0000000000
0.0463,3.5687293044,-0.0000000000
0.0475,3.5687293044,-0.0000000000
0.0487,3.5687293044,-0.0000000000
0.0500,3.5687293044,-0.0000000000
0.0512,3.5687293044,-0.0000000000
0.0525,3.5687293044,-0.0000000000
0.0537,3.5687293044,-0.0000000000
0.0550,3.5687293044,-0.0000000000
0.0562,3.5687293044,-0.0000000000
0.0575,3.5687293044,-0.0000000000
0.0587,3.5687293044,-0.0000000000
0.0600,3.5687293044,-0.0000000000
0.0612,3.5687293044,-0.0000000000
0.0625,3.5687293044,-0.0000000000
0.0637,3.5687293044,-0.0000000000
0.0650,3.5687293044,-0.0000000000
0.0662,3.5687293044,-0.0000000000
0.0675,3.5687293044,-0.0000000000
0.0688,3.5687293044,-0.0000000000
0.0700,3.5687293044,-0.0000000000
0.0712,3.5687293044,-0.0000000000
0.0725,3.5687293044,-0.0000000000
0.0737,3.5687293044,-0.0000000000
0.0750,3.5687293044,-0.0000000000
0.0763,3.5687293044,-0.0000000000
0.0775,3.5687293044,-0.0000000000
0.0787,3.5687293044,-0.0000000000
0.0800,3.5687293044,-0.0000000000
0.0812,3.5687293044,-0.0000000000
0.0825,3.5687293044,-0.0000000000
0.0837,3.5687293044,-0.0000000000
0.0850,3.5687293044,-0.0000000000
0.0862,3.5687293044,-0.0000000000
0.0875,3.5687293044,-0.0000000000
0.0887,3.5687293044,-0.0000000000
0.0900,3.5687293044,-0.0000000000
0.0912,3.5687293044,-0.0000000000
0.0925,3.5687293044,-0.0000000000
0.0938,3.5687293044,-0.0000000000
0.0950,3.5687293044,-0.0000000000
0.0962,3.5687293044,-0.0000000000
0.0975,3.5687293044,-0.0000000000
0.0987,3.5687293044,-0.0000000000
0.1000,3.5687293044,-0.0000000000
0.1013,3.5687293044,-0.0000000000
0.1025,3.5687293044,-0.0000000000
0.1037,3.5687293044,-0.0000000000
0.1050,3.5687293044,-0.0000000000
0.1062,3.5687293044,-0.0000000000
0.1075,3.5687293044,-0.0000000000
0.1088,3.5687293044,-0.0000000000
0.1100,3.5687293044,-0.0000000000
0.1112,3.5687293044,-0.0000000000
0.1125,3.5687293044,-0.0000000000
0.1137,3.5687293044,-0.0000000000
0.1150,3.5687293044,-0.0000000000
0.1163,3.5687293044,-0.0000000000
0.1175,3.5687293044,-0.0000000000
0.1187,3.5687293044,-0.0000000000
0.1200,3.5687293044,-0.0000000000
0.1212,3.5687293044,-0.0000000000
0.1225,3.5687293044,-0.0000000000
0.1237,3.5687293044,-0.0000000000
0.1250,3.5687293044,-0.0000000000
0.1262,3.5687293044,-0.0000000000
0.1275,3.5687293044,-0.0000000000
0.1287,3.5687293044,-0.0000000000
0.1300,3.5687293044,-0.0000000000
0.1312,3.5687293044,-0.0000000000
0.1325,3.5687293044,-0.0000000000
0.1337,3.5687293044,-0.0000000000
0.1350,3.5687293044,-0.0000000000
0.1363,3.5687293044,-0.0000000000
0.1375,3.5687293044,-0.0000000000
0.1388,3.5687293044,-0.0000000000
0.1400,3.5687293044,-0.0000000000
0.1412,3.5687293044,-0.0000000000
0.1425,3.5687293044,-0.0000000000
0.1437,3.5687293044,-0.0000000000
0.1450,3.5687293044,-0.0000000000
0.1462,3.5687293044,-0.0000000000
0.1475,3.5687293044,-0.0000000000
0.1487,3.5687293044,-0.0000000000
0.1500,3.5687293044,-0.0000000000
0.1512,3.5687293044,-0.0000000000
0.1525,3.5687293044,-0.0000000000
0.1538,3.5687293044,-0.0000000000
0.1550,3.5687293044,-0.0000000000
0.1562,3.5687293044,-0.0000000000
0.1575,3.5687293044,-0.0000000000
0.1587,3.5687293044,-0.0000000000
0.1600,3.5687293044,-0.0000000000
0.1612,3.5687293044,-0.0000000000
0.1625,3.5687293044,-0.0000000000
0.1637,3.5687293044,-0.0000000000
0.1650,3.5687293044,-0.0000000000
0.1662,3.5687293044,-0.0000000000
0.1675,3.5687293044,-0.0000000000
0.1688,3.5687293044,-0.0000000000
0.1700,3.5687293044,-0.0000000000
0.1713,3.5687293044,-0.0000000000
0.1725,3.5687293044,-0.0000000000
0.1737,3.5687293044,-0.0000000000
0.1750,3.5687293044,-0.0000000000
0.1762,3.5687293044,-0.0000000000
0.1775,3.5687293044,-0.0000000000
0.1787,3.5687293044,-0.0000000000
0.1800,3.5687293044,-0.0000000000
0.1812,3.5687293044,-0.0000000000
0.1825,3.5687293044,-0.0000000000
0.1837,3.5687293044,-0.0000000000
0.1850,3.5687293044,-0.0000000000
0.1863,3.5687293044,-0.0000000000
0.1875,3.5687293044,-0.0000000000
0.1887,3.5687293044,-0.0000000000
0.1900,3.5687293044,-0.0000000000
0.1912,3.5687293044,-0.0000000000
0.1925,3.5687293044,-0.0000000000
0.1937,3.5687293044,-0.0000000000
0.1950,3.5687293044,-0.0000000000
0.1962,3.5687293044,-0.0000000000
0.1975,3.5687293044,-0.0000000000
0.1987,3.5687293044,-0.0000000000
0.2000,3.5687293044,-0.0000000000
0.2013,3.5687293044,-0.0000000000
0.2025,3.5687293044,-0.0000000000
0.2037,3.5687293044,-0.0000000000
0.2050,3.5687293044,-0.0000000000
0.2062,3.5687293044,-0.0000000000
0.2075,3.5687293044,-0.0000000000
0.2087,3.5687293044,-0.0000000000
0.2100,3.5687293044,-0.0000000000
0.2112,3.5687293044,-0.0000000000
0.2125,3.5687293044,-0.0000000000
0.2137,3.5687293044,-0.0000000000
0.2150,3.5687293044,-0.0000000000
0.2163,3.5687293044,-0.0000000000
0.2175,3.5687293044,-0.0000000000
0.2188,3.5687293044,-0.0000000000
0.2200,3.5687293044,-0.0000000000
0.2212,3.5687293044,-0.0000000000
0.2225,3.5687293044,-0.0000000000
0.2237,3.5687293044,-0.0000000000
0.2250,3.5687293044,-0.0000000000
0.2262,3.5687293044,-0.0000000000
0.2275,3.5687293044,-0.0000000000
0.2287,3.5687293044,-0.0000000000
0.2300,3.5687293044,-0.0000000000
0.2312,3.5687293044,-0.0000000000
0.2325,3.5687293044,-0.0000000000
0.2338,3.5687293044,-0.0000000000
0.2350,3.5687293044,-0.0000000000
0.2362,3.5687293044,-0.0000000000
0.2375,3.5687293044,-0.0000000000
0.2387,3.5687293044,-0.0000000000
0.2400,3.5687293044,-0.0000000000
0.2412,3.5687293044,-0.0000000000
0.2425,3.5687293044,-0.0000000000
0.2437,3.5687293044,-0.0000000000
0.2450,3.5687293044,-0.0000000000
0.2462,3.5687293044,-0.0000000000
0.2475,3.5687293044,-0.0000000000
0.2488,3.5687293044,-0.0000000000
0.2500,3.5687293044,-0.0000000000
0.2512,3.5687293044,-0.0000000000
0.2525,3.5687293044,-0.0000000000
0.2537,3.5687293044,-0.0000000000
0.2550,3.5687293044,-0.0000000000
0.2562,3.5687293044,-0.0000000000
0.2575,3.5687293044,-0.0000000000
0.2587,3.5687293044,-0.0000000000
0.2600,3.5687293044,-0.0000000000
0.2612,3.5687293044,-0.0000000000
0.2625,3.5687293044,-0.0000000000
0.2637,3.5687293044,-0.0000000000
0.2650,3.5687293044,-0.0000000000
0.2662,3.5687293044,-0.0000000000
0.2675,3.5687293044,-0.0000000000
0.2687,3.5687293044,-0.0000000000
0.2700,3.5687293044,-0.0000000000
0.2712,3.5687293044,-0.0000000000
0.2725,3.5687293044,-0.0000000000
0.2738,3.5687293044,-0.0000000000
0.2750,3.5687293044,-0.0000000000
0.2763,3.5687293044,-0.0000000000
0.2775,3.5687293044,-0.0000000000
0.2788,3.5687293044,-0.0000000000
0.2800,3.5687293044,-0.0000000000
0.2812,3.5687293044,-0.0000000000
0.2825,3.5687293044,-0.0000000000
0.2837,3.5687293044,-0.0000000000
0.2850,3.5687293044,-0.0000000000
0.2862,3.5687293044,-0.0000000000
0.2875,3.5687293044,-0.0000000000
0.2887,3.5687293044,-0.0000000000
0.2900,3.5687293044,-0.0000000000
0.2912,3.5687293044,-0.0000000000
0.2925,3.5687293044,-0.0000000000
0.2937,3.5687293044,-0.0000000000
0.2950,3.5687293044,-0.0000000000
0.2962,3.5687293044,-0.0000000000
0.2975,3.5687293044,-0.0000000000
0.2987,3.5687293044,-0.0000000000
0.3000,3.5687293044,-0.0000000000
0.3012,3.5687293044,-0.0000000000
0.3025,3.5687293044,-0.0000000000
0.3037,3.5687293044,-0.0000000000
0.3050,3.5687293044,-0.0000000000
0.3063,3.5687293044,-0.0000000000
0.3075,3.5687293044,-0.0000000000
0.3088,3.5687293044,-0.0000000000
0.3100,3.5687293044,-0.0000000000
0.3113,3.5687293044,-0.0000000000
0.3125,3.5687293044,-0.0000000000
0.3137,3.5687293044,-0.0000000000
0.3150,3.5687293044,-0.0000000000
0.3162,3.5687293044,-0.0000000000
0.3175,3.5687293044,-0.0000000000
0.3187,3.5687293044,-0.0000000000
0.3200,3.5687293044,-0.0000000000
0.3212,3.5687293044,-0.0000000000
0.3225,3.5687293044,-0.0000000000
0.3237,3.5687293044,-0.0000000000
0.3250,3.5687293044,-0.0000000000
0.3262,3.5687293044,-0.0000000000
0.3275,3.5687293044,-0.0000000000
0.3287,3.5687293044,-0.0000000000
0.3300,3.5687293044,-0.0000000000
0.3312,3.5687293044,-0.0000000000
0.3325,3.5687293044,-0.0000000000
0.3337,3.5687293044,-0.0000000000
0.3350,3.5687293044,-0.0000000000
0.3363,3.5687293044,-0.0000000000
0.3375,3.5687293044,-0.0000000000
0.3388,3.5687293044,-0.0000000000
0.3400,3.5687293044,-0.0000000000
0.3413,3.5687293044,-0.0000000000
0.3425,3.5687293044,-0.0000000000
0.3438,3.5687293044,-0.0000000000
0.3450,3.5687293044,-0.0000000000
0.3462,3.5687293044,-0.0000000000
0.3475,3.5687293044,-0.0000000000
0.3487,3.5687293044,-0.0000000000
0.3500,3.5687293044,-0.0000000000
0.3512,3.5687293044,-0.0000000000
0.3525,3.5687293044,-0.0000000000
0.3537,3.5687293044,-0.0000000000
0.3550,3.5687293044,-0.0000000000
0.3562,3.5687293044,-0.0000000000
0.3575,3.5687293044,-0.0000000000
0.3587,3.5687293044,-0.0000000000
0.3600,3.5687293044,-0.0000000000
0.3612,3.5687293044,-0.0000000000
0.3625,3.5687293044,-0.0000000000
0.3637,3.5687293044,-0.0000000000
0.3650,3.5687293044,-0.0000000000
0.3662,3.5687293044,-0.0000000000
0.3675,3.5687293044,-0.0000000000
0.3688,3.5687293044,-0.0000000000
0.3700,3.5687293044,-0.0000000000
0.3713,3.5687293044,-0.0000000000
0.3725,3.5687293044,-0.0000000000
0.3738,3.5687293044,-0.0000000000
0.3750,3.5687293044,-0.0000000000
0.3762,3.5687293044,-0.0000000000
0.3775,3.5687293044,-0.0000000000
0.3787,3.5687293044,-0.0000000000
0.3800,3.5687293044,-0.0000000000
0.3812,3.5687293044,-0.0000000000
0.3825,3.5687293044,-0.0000000000
0.3837,3.5687293044,-0.0000000000
0.3850,3.5687293044,-0.0000000000
0.3862,3.5687293044,-0.0000000000
0.3875,3.5687293044,-0.0000000000
0.3887,3.5687293044,-0.0000000000
0.3900,3.5687293044,-0.0000000000
0.3912,3.5687293044,-0.0000000000
0.3925,3.5687293044,-0.0000000000
0.3937,3.5687293044,-0.0000000000
0.3950,3.5687293044,-0.0000000000
0.3962,3.5687293044,-0.0000000000
0.3975,3.5687293044,-0.0000000000
0.3987,3.5687293044,-0.0000000000
0.4000,3.5687293044,-0.0000000000
0.4013,3.5687293044,-0.0000000000
0.4025,3.5687293044,-0.0000000000
0.4038,3.5687293044,-0.0000000000
0.4050,3.5687293044,-0.0000000000
0.4062,3.5687293044,-0.0000000000
0.4075,3.5687293044,-0.0000000000
0.4087,3.5687293044,-0.0000000000
0.4100,3.5687293044,-0.0000000000
0.4112,3.5687293044,-0.0000000000
0.4125,3.5687293044,-0.0000000000
0.4137,3.5687293044,-0.0000000000
0.4150,3.5687293044,-0.0000000000
0.4162,3.5687293044,-0.0000000000
0.4175,3.5687293044,-0.0000000000
0.4187,3.5687293044,-0.0000000000
0.4200,3.5687293044,-0.0000000000
0.4212,3.5687293044,-0.0000000000
0.4225,3.5687293044,-0.0000000000
0.4237,3.5687293044,-0.0000000000
0.4250,3.5687293044,-0.0000000000
0.4262,3.5687293044,-0.0000000000
0.4275,3.5687293044,-0.0000000000
0.4287,3.5687293044,-0.0000000000
0.4300,3.5687293044,-0.0000000000
0.4312,3.5687293044,-0.0000000000
0.4325,3.5687293044,-0.0000000000
0.4338,3.5687293044,-0.0000000000
0.4350,3.5687293044,-0.0000000000
0.4363,3.5687293044,-0.0000000000
0.4375,3.5687293044,-0.0000000000
0.4387,3.5687293044,-0.0000000000
0.4400,3.5687293044,-0.0000000000
0.4412,3.5687293044,-0.0000000000
0.4425,3.5687293044,-0.0000000000
0.4437,3.5687293044,-0.0000000000
0.4450,3.5687293044,-0.0000000000
0.4462,3.5687293044,-0.0000000000
0.4475,3.5687293044,-0.0000000000
0.4487,3.5687293044,-0.0000000000
0.4500,3.5687293044,-0.0000000000
0.4512,3.5687293044,-0.0000000000
0.4525,3.5687293044,-0.0000000000
0.4537,3.5687293044,-0.0000000000
0.4550,3.5687293044,-0.0000000000
0.4562,3.5687293044,-0.0000000000
0.4575,3.5687293044,-0.0000000000
0.4587,3.5687293044,-0.0000000000
0.4600,3.5687293044,-0.0000000000
0.4612,3.5687293044,-0.0000000000
0.4625,3.5687293044,-0.0000000000
0.4637,3.5687293044,-0.0000000000
0.4650,3.5687293044,-0.0000000000
0.4663,3.5687293044,-0.0000000000
0.4675,3.5687293044,-0.0000000000
0.4688,3.5687293044,-0.0000000000
0.4700,3.5687293044,-0.0000000000
0.4712,3.5687293044,-0.0000000000
0.4725,3.5687293044,-0.0000000000
0.4737,3.5687293044,-0.0000000000
0.4750,3.5687293044,-0.0000000000
0.4762,3.5687293044,-0.0000000000
0.4775,3.5687293044,-0.0000000000
0.4787,3.5687293044,-0.0000000000
0.4800,3.5687293044,-0.0000000000
0.4812,3.5687293044,-0.0000000000
0.4825,3.5687293044,-0.0000000000
0.4837,3.5687293044,-0.0000000000
0.4850,3.5687293044,-0.0000000000
0.4862,3.5687293044,-0.0000000000
0.4875,3.5687293044,-0.0000000000
0.4887,3.5687293044,-0.0000000000
0.4900,3.5687293044,-0.0000000000
0.4912,3.5687293044,-0.0000000000
0.4925,3.5687293044,-0.0000000000
0.4937,3.5687293044,-0.0000000000
0.4950,3.5687293044,-0.0000000000
0.4963,3.5687293044,-0.0000000000
0.4975,3.5687293044,-0.0000000000
0.4988,3.5687293044,-0.0000000000
0.5000,3.5687293044,-0.0000000000
0.5012,3.5687293044,-0.0000000000
0.5025,3.5687293044,-0.0000000000
0.5037,3.5687293044,-0.0000000000
0.5050,3.5687293044,-0.0000000000
0.5062,3.5687293044,-0.0000000000
0.5075,3.5687293044,-0.0000000000
0.5087,3.5687293044,-0.0000000000
0.5100,3.5687293044,-0.0000000000
0.5112,3.5687293044,-0.0000000000
0.5125,3.5687293044,-0.0000000000
0.5138,3.5687293044,-0.0000000000
0.5150,3.5687293044,-0.0000000000
0.5163,3.5687293044,-0.0000000000
0.5175,3.5687293044,-0.0000000000
0.5188,3.5687293044,-0.0000000000
0.5200,3.5687293044,-0.0000000000
0.5213,3.5687293044,-0.0000000000
0.5225,3.5687293044,-0.0000000000
0.5238,3.5687293044,-0.0000000000
0.5250,3.5687293044,-0.0000000000
0.5263,3.5687293044,-0.0000000000
0.5275,3.5687293044,-0.0000000000
0.5288,3.5687293044,-0.0000000000
0.5300,3.5687293044,-0.0000000000
0.5312,3.5687293044,-0.0000000000
0.5325,3.5687293044,-0.0000000000
0.5337,3.5687293044,-0.0000000000
0.5350,3.5687293044,-0.0000000000
0.5362,3.5687293044,-0.0000000000
0.5375,3.5687293044,-0.0000000000
0.5387,3.5687293044,-0.0000000000
0.5400,3.5687293044,-0.0000000000
0.5412,3.5687293044,-0.0000000000
0.5425,3.5687293044,-0.0000000000
0.5437,3.5687293044,-0.0000000000
0.5450,3.5687293044,-0.0000000000
0.5462,3.5687293044,-0.0000000000
0.5475,3.5687293044,-0.0000000000
0.5487,3.5687293044,-0.0000000000
0.5500,3.5687293044,-0.0000000000
0.5512,3.5687293044,-0.0000000000
0.5525,3.5687293044,-0.0000000000
0.5537,3.5687293044,-0.0000000000
0.5550,3.5687293044,-0.0000000000
0.5562,3.5687293044,-0.0000000000
0.5575,3.5687293044,-0.0000000000
0.5587,3.5687293044,-0.0000000000
0.5600,3.5687293044,-0.0000000000
0.5612,3.5687293044,-0.0000000000
0.5625,3.5687293044,-0.0000000000
0.5637,3.5687293044,-0.0000000000
0.5650,3.5687293044,-0.0000000000
0.5662,3.5687293044,-0.0000000000
0.5675,3.5687293044,-0.0000000000
0.5687,3.5687293044,-0.0000000000
0.5700,3.5687293044,-0.0000000000
0.5712,3.5687293044,-0.0000000000
0.5725,3.5687293044,-0.0000000000
0.5737,3.5687293044,-0.0000000000
0.5750,3.5687293044,-0.0000000000
0.5763,3.5687293044,-0.0000000000
0.5775,3.5687293044,-0.0000000000
0.5788,3.5687293044,-0.0000000000
0.5800,3.5687293044,-0.0000000000
0.5813,3.5687293044,-0.0000000000
0.5825,3.5687293044,-0.0000000000
0.5838,3.5687293044,-0.0000000000
0.5850,3.5687293044,-0.0000000000
0.5863,3.5687293044,-0.0000000000
0.5875,3.5687293044,-0.0000000000
0.5888,3.5687293044,-0.0000000000
0.5900,3.5687293044,-0.0000000000
0.5913,3.5687293044,-0.0000000000
0.5925,3.5687293044,-0.0000000000
0.5938,3.5687293044,-0.0000000000
0.5950,3.5687293044,-0.0000000000
0.5962,3.5687293044,-0.0000000000
0.5975,3.5687293044,-0.0000000000
0.5987,3.5687293044,-0.0000000000
0.6000,3.5687293044,-0.0000000000
0.6012,3.5687293044,-0.0000000000
0.6025,3.5687293044,-0.0000000000
0.6037,3.5687293044,-0.0000000000
0.6050,3.5687293044,-0.0000000000
0.6062,3.5687293044,-0.0000000000
0.6075,3.5687293044,-0.0000000000
0.6087,3.5687293044,-0.0000000000
0.6100,3.5687293044,-0.0000000000
0.6112,3.5687293044,-0.0000000000
0.6125,3.5687293044,-0.0000000000
0.6137,3.5687293044,-0.0000000000
0.6150,3.5687293044,-0.0000000000
0.6162,3.5687293044,-0.0000000000
0.6175,3.5687293044,-0.0000000000
0.6187,3.5687293044,-0.0000000000
0.6200,3.5687293044,-0.0000000000
0.6212,3.5687293044,-0.0000000000
0.6225,3.5687293044,-0.0000000000
0.6237,3.5687293044,-0.0000000000
0.6250,3.5687293044,-0.0000000000
0.6262,3.5687293044,-0.0000000000
0.6275,3.5687293044,-0.0000000000
0.6287,3.5687293044,-0.0000000000
0.6300,3.5687293044,-0.0000000000
0.6312,3.5687293044,-0.0000000000
0.6325,3.5687293044,-0.0000000000
0.6337,3.5687293044,-0.0000000000
0.6350,3.5687293044,-0.0000000000
0.6362,3.5687293044,-0.0000000000
0.6375,3.5687293044,-0.0000000000
0.6387,3.5687293044,-0.0000000000
0.6400,3.5687293044,-0.0000000000
0.6413,3.5687293044,-0.0000000000
0.6425,3.5687293044,-0.0000000000
0.6438,3.5687293044,-0.0000000000
0.6450,3.5687293044,-0.0000000000
0.6463,3.5687293044,-0.0000000000
0.6475,3.5687293044,-0.0000000000
0.6488,3.5687293044,-0.0000000000
0.6500,3.5687293044,-0.0000000000
0.6513,3.5687293044,-0.0000000000
0.6525,3.5687293044,-0.0000000000
0.6538,3.5687293044,-0.0000000000
0.6550,3.5687293044,-0.0000000000
0.6562,3.5687293044,-0.0000000000
0.6575,3.5687293044,-0.0000000000
0.6587,3.5687293044,-0.0000000000
0.6600,3.5687293044,-0.0000000000
0.6612,3.5687293044,-0.0000000000
0.6625,3.5687293044,-0.0000000000
0.6637,3.5687293044,-0.0000000000
0.6650,3.5687293044,-0.0000000000
0.6662,3.5687293044,-0.0000000000
0.6675,3.5687293044,-0.0000000000
0.6687,3.5687293044,-0.0000000000
0.6700,3.5687293044,-0.0000000000
0.6712,3.5687293044,-0.0000000000
0.6725,3.5687293044,-0.0000000000
0.6737,3.5687293044,-0.0000000000
0.6750,3.5687293044,-0.0000000000
0.6762,3.5687293044,-0.0000000000
0.6775,3.5687293044,-0.0000000000
0.6787,3.5687293044,-0.0000000000
0.6800,3.5687293044,-0.0000000000
0.6812,3.5687293044,-0.0000000000
0.6825,3.5687293044,-0.0000000000
0.6837,3.5687293044,-0.0000000000
0.6850,3.5687293044,-0.0000000000
0.6862,3.5687293044,-0.0000000000
0.6875,3.5687293044,-0.0000000000
0.6887,3.5687293044,-0.0000000000
0.6900,3.5687293044,-0.0000000000
0.6912,3.5687293044,-0.0000000000
0.6925,3.5687293044,-0.0000000000
0.6937,3.5687293044,-0.0000000000
0.6950,3.5687293044,-0.0000000000
0.6962,3.5687293044,-0.0000000000
0.6975,3.5687293044,-0.0000000000
0.6987,3.5687293044,-0.0000000000
0.7000,3.5687293044,-0.0000000000
0.7012,3.5687293044,-0.0000000000
0.7025,3.5687293044,-0.0000000000
0.7037,3.5687293044,-0.0000000000
0.7050,3.5687293044,-0.0000000000
0.7063,3.5687293044,-0.0000000000
0.7075,3.5687293044,-0.0000000000
0.7088,3.5687293044,-0.0000000000
0.7100,3.5687293044,-0.0000000000
0.7113,3.5687293044,-0.0000000000
0.7125,3.5687293044,-0.0000000000
0.7138,3.5687293044,-0.0000000000
0.7150,3.5687293044,-0.0000000000
0.7163,3.5687293044,-0.0000000000
0.7175,3.5687293044,-0.0000000000
0.7188,3.5687293044,-0.0000000000
0.7200,3.5687293044,-0.0000000000
0.7212,3.5687293044,-0.0000000000
0.7225,3.5687293044,-0.0000000000
0.7237,3.5687293044,-0.0000000000
0.7250,3.5687293044,-0.0000000000
0.7262,3.5687293044,-0.0000000000
0.7275,3.5687293044,-0.0000000000
0.7287,3.5687293044,-0.0000000000
0.7300,3.5687293044,-0.0000000000
0.7312,3.5687293044,-0.0000000000
0.7325,3.5687293044,-0.0000000000
0.7337,3.5687293044,-0.0000000000
0.7350,3.5687293044,-0.0000000000
0.7362,3.5687293044,-0.0000000000
0.7375,3.5687293044,-0.0000000000
0.7387,3.5687293044,-0.0000000000
0.7400,3.5687293044,-0.0000000000
0.7412,3.5687293044,-0.0000000000
0.7425,3.5687293044,-0.0000000000
0.7437,3.5687293044,-0.0000000000
0.7450,3.5687293044,-0.0000000000
0.7462,3.5687293044,-0.0000000000
0.7475,3.5687293044,-0.0000000000
0.7487,3.5687293044,-0.0000000000
0.7500,3.5687293044,-0.0000000000
0.7512,3.5687293044,-0.0000000000
0.7525,3.5687293044,-0.0000000000
0.7537,3.5687293044,-0.0000000000
0.7550,3.5687293044,-0.0000000000
0.7562,3.5687293044,-0.0000000000
0.7575,3.5687293044,-0.0000000000
0.7587,3.5687293044,-0.0000000000
0.7600,3.5687293044,-0.0000000000
0.7612,3.5687293044,-0.0000000000
0.7625,3.5687293044,-0.0000000000
0.7637,3.5687293044,-0.0000000000
0.7650,3.5687293044,-0.0000000000
0.7662,3.5687293044,-0.0000000000
0.7675,3.5687293044,-0.0000000000
0.7688,3.5687293044,-0.0000000000
0.7700,3.5687293044,-0.0000000000
0.7713,3.5687293044,-0.0000000000
0.7725,3.5687293044,-0.0000000000
0.7738,3.5687293044,-0.0000000000
0.7750,3.5687293044,-0.0000000000
0.7763,3.5687293044,-0.0000000000
0.7775,3.5687293044,-0.0000000000
0.7788,3.5687293044,-0.0000000000
0.7800,3.5687293044,-0.0000000000
0.7812,3.5687293044,-0.0000000000
0.7825,3.5687293044,-0.0000000000
0.7837,3.5687293044,-0.0000000000
0.7850,3.5687293044,-0.0000000000
0.7862,3.5687293044,-0.0000000000
0.7875,3.5687293044,-0.0000000000
0.7887,3.5687293044,-0.0000000000
0.7900,3.5687293044,-0.0000000000
0.7912,3.5687293044,-0.0000000000
0.7925,3.5687293044,-0.0000000000
0.7937,3.5687293044,-0.0000000000
0.7950,3.5687293044,-0.0000000000
0.7962,3.5687293044,-0.0000000000
0.7975,3.5687293044,-0.0000000000
0.7987,3.5687293044,-0.0000000000
0.8000,3.5687293044,-0.0000000000
0.8012,3.5687293044,-0.0000000000
0.8025,3.5687293044,-0.0000000000
0.8037,3.5687293044,-0.0000000000
0.8050,3.5687293044,-0.0000000000
0.8062,3.5687293044,-0.0000000000
0.8075,3.5687293044,-0.0000000000
0.8087,3.5687293044,-0.0000000000
0.8100,3.5687293044,-0.0000000000
0.8112,3.5687293044,-0.0000000000
0.8125,3.5687293044,-0.0000000000
0.8137,3.5687293044,-0.0000000000
0.8150,3.5687293044,-0.0000000000
0.8162,3.5687293044,-0.0000000000
0.8175,3.5687293044,-0.0000000000
0.8187,3.5687293044,-0.0000000000
0.8200,3.5687293044,-0.0000000000
0.8212,3.5687293044,-0.0000000000
0.8225,3.5687293044,-0.0000000000
0.8237,3.5687293044,-0.0000000000
0.8250,3.5687293044,-0.0000000000
0.8262,3.5687293044,-0.0000000000
0.8275,3.5687293044,-0.0000000000
0.8287,3.5687293044,-0.0000000000
0.8300,3.5687293044,-0.0000000000
0.8312,3.5687293044,-0.0000000000
0.8325,3.5687293044,-0.0000000000
0.8338,3.5687293044,-0.0000000000
0.8350,3.5687293044,-0.0000000000
0.8363,3.5687293044,-0.0000000000
0.8375,3.5687293044,-0.0000000000
0.8388,3.5687293044,-0.0000000000
0.8400,3.5687293044,-0.0000000000
0.8413,3.5687293044,-0.0000000000
0.8425,3.5687293044,-0.0000000000
0.8438,3.5687293044,-0.0000000000
0.8450,3.5687293044,-0.0000000000
0.8462,3.5687293044,-0.0000000000
0.8475,3.5687293044,-0.0000000000
0.8487,3.5687293044,-0.0000000000
0.8500,3.5687293044,-0.0000000000
0.8512,3.5687293044,-0.0000000000
0.8525,3.5687293044,-0.0000000000
0.8537,3.5687293044,-0.0000000000
0.8550,3.5687293044,-0.0000000000
0.8562,3.5687293044,-0.0000000000
0.8575,3.5687293044,-0.0000000000
0.8587,3.5687293044,-0.0000000000
0.8600,3.5687293044,-0.0000000000
0.8612,3.5687293044,-0.0000000000
0.8625,3.5687293044,-0.0000000000
0.8637,3.5687293044,-0.0000000000
0.8650,3.5687293044,-0.0000000000
0.8662,3.5687293044,-0.0000000000
0.8675,3.5687293044,-0.0000000000
0.8687,3.5687293044,-0.0000000000
0.8700,3.5687293044,-0.0000000000
0.8712,3.5687293044,-0.0000000000
0.8725,3.5687293044,-0.0000000000
