rho,phi,dphi
11.6438,3.5687293044,-0.0000000000
11.6450,3.5687293044,-0.0000000000
11.6462,3.5687293044,-0.0000000000
11.6475,3.5687293044,-0.0000000000
11.6487,3.5687293044,-0.0000000000
11.6500,3.5687293044,-0.0000000000
11.6512,3.5687293044,-0.0000000000
11.6525,3.5687293044,-0.0000000000
11.6537,3.5687293044,-0.0000000000
11.6550,3.5687293044,-0.0000000000
11.6562,3.5687293044,-0.0000000000
11.6575,3.5687293044,-0.0000000000
11.6587,3.5687293044,-0.0000000000
11.6600,3.5687293044,-0.0000000000
11.6613,3.5687293044,-0.0000000000
11.6625,3.5687293044,-0.0000000000
11.6637,3.5687293044,-0.0000000000
11.6650,3.5687293044,-0.0000000000
11.6662,3.5687293044,-0.0000000000
11.6675,3.5687293044,-0.0000000000
11.6687,3.5687293044,-0.0000000000
11.6700,3.5687293044,-0.0000000000
11.6712,3.5687293044,-0.0000000000
11.6725,3.5687293044,-0.0000000000
11.6737,3.5687293044,-0.0000000000
11.6750,3.5687293044,-0.0000000000
11.6762,3.5687293044,-0.0000000000
11.6775,3.5687293044,-0.0000000000
11.6788,3.5687293044,-0.0000000000
11.6800,3.5687293044,-0.0000000000
11.6812,3.5687293044,-0.0000000000
11.6825,3.5687293044,-0.0000000000
11.6838,3.5687293044,-0.0000000000
11.6850,3.5687293044,-0.0000000000
11.6862,3.5687293044,-0.0000000000
11.6875,3.5687293044,-0.0000000000
11.6887,3.5687293044,-0.0000000000
11.6900,3.5687293044,-0.0000000000
11.6912,3.5687293044,-0.0000000000
11.6925,3.5687293044,-0.0000000000
11.6937,3.5687293044,-0.0000000000
11.6950,3.5687293044,-0.0000000000
11.6962,3.5687293044,-0.0000000000
11.6975,3.5687293044,-0.0000000000
11.6987,3.5687293044,-0.0000000000
11.7000,3.5687293044,-0.0000000000
11.7013,3.5687293044,-0.0000000000
11.7025,3.5687293044,-0.0000000000
11.7037,3.5687293044,-0.0000000000
11.7050,3.5687293044,-0.0000000000
11.7063,3.5687293044,-0.0000000000
11.7075,3.5687293044,-0.0000000000
11.7087,3.5687293044,-0.0000000000
11.7100,3.5687293044,-0.0000000000
11.7112,3.5687293044,-0.0000000000
11.7125,3.5687293044,-0.0000000000
11.7137,3.5687293044,-0.0000000000
11.7150,3.5687293044,-0.0000000000
11.7162,3.5687293044,-0.0000000000
11.7175,3.5687293044,-0.0000000000
11.7188,3.5687293044,-0.0000000000
11.7200,3.5687293044,-0.0000000000
11.7212,3.5687293044,-0.0000000000
11.7225,3.5687293044,-0.0000000000
11.7238,3.5687293044,-0.0000000000
11.7250,3.5687293044,-0.0000000000
11.7262,3.5687293044,-0.0000000000
11.7275,3.5687293044,-0.0000000000
11.7287,3.5687293044,-0.0000000000
11.7300,3.5687293044,-0.0000000000
11.7312,3.5687293044,-0.0000000000
11.7325,3.5687293044,-0.0000000000
11.7337,3.5687293044,-0.0000000000
11.7350,3.5687293044,-0.0000000000
11.7362,3.5687293044,-0.0000000000
11.7375,3.5687293044,-0.0000000000
11.7387,3.5687293044,-0.0000000000
11.7400,3.5687293044,-0.0000000000
11.7413,3.5687293044,-0.0000000000
11.7425,3.5687293044,-0.0000000000
11.7437,3.5687293044,-0.0000000000
11.7450,3.5687293044,-0.0000000000
11.7463,3.5687293044,-0.0000000000
11.7475,3.5687293044,-0.0000000000
11.7487,3.5687293044,-0.0000000000
11.7500,3.5687293044,-0.0000000000
11.7512,3.5687293044,-0.0000000000
11.7525,3.5687293044,-0.0000000000
11.7537,3.5687293044,-0.0000000000
11.7550,3.5687293044,-0.0000000000
11.7562,3.5687293044,-0.0000000000
11.7575,3.5687293044,-0.0000000000
11.7587,3.5687293044,-0.0000000000
11.7600,3.5687293044,-0.0000000000
11.7612,3.5687293044,-0.0000000000
11.7625,3.5687293044,-0.0000000000
11.7638,3.5687293044,-0.0000000000
11.7650,3.5687293044,-0.0000000000
11.7662,3.5687293044,-0.0000000000
11.7675,3.5687293044,-0.0000000000
11.7688,3.5687293044,-0.0000000000
11.7700,3.5687293044,-0.0000000000
11.7712,3.5687293044,-0.0000000000
11.7725,3.5687293044,-0.0000000000
11.7737,3.5687293044,-0.0000000000
11.7750,3.5687293044,-0.0000000000
11.7762,3.5687293044,-0.0000000000
11.7775,3.5687293044,-0.0000000000
11.7787,3.5687293044,-0.0000000000
11.7800,3.5687293044,-0.0000000000
11.7812,3.5687293044,-0.0000000000
11.7825,3.5687293044,-0.0000000000
11.7837,3.5687293044,-0.0000000000
11.7850,3.5687293044,-0.0000000000
11.7863,3.5687293044,-0.0000000000
11.7875,3.5687293044,-0.0000000000
11.7887,3.5687293044,-0.0000000000
11.7900,3.5687293044,-0.0000000000
11.7912,3.5687293044,-0.0000000000
11.7925,3.5687293044,-0.0000000000
11.7937,3.5687293044,-0.0000000000
11.7950,3.5687293044,-0.0000000000
11.7962,3.5687293044,-0.0000000000
11.7975,3.5687293044,-0.0000000000
11.7987,3.5687293044,-0.0000000000
11.8000,3.5687293044,-0.0000000000
11.8012,3.5687293044,-0.0000000000
11.8025,3.5687293044,-0.0000000000
11.8038,3.5687293044,-0.0000000000
11.8050,3.5687293044,-0.0000000000
11.8062,3.5687293044,-0.0000000000
11.8075,3.5687293044,-0.0000000000
11.8088,3.5687293044,-0.0000000000
11.8100,3.5687293044,-0.0000000000
11.8112,3.5687293044,-0.0000000000
11.8125,3.5687293044,-0.0000000000
11.8137,3.5687293044,-0.0000000000
11.8150,3.5687293044,-0.0000000000
11.8162,3.5687293044,-0.0000000000
11.8175,3.5687293044,-0.0000000000
11.8187,3.5687293044,-0.0000000000
11.8200,3.5687293044,-0.0000000000
11.8212,3.5687293044,-0.0000000000
11.8225,3.5687293044,-0.0000000000
11.8237,3.5687293044,-0.0000000000
11.8250,3.5687293044,-0.0000000000
11.8263,3.5687293044,-0.0000000000
11.8275,3.5687293044,-0.0000000000
11.8287,3.5687293044,-0.0000000000
11.8300,3.5687293044,-0.0000000000
11.8313,3.5687293044,-0.0000000000
11.8325,3.5687293044,-0.0000000000
11.8337,3.5687293044,-0.0000000000
11.8350,3.5687293044,-0.0000000000
11.8362,3.5687293044,-0.0000000000
11.8375,3.5687293044,-0.0000000000
11.8387,3.5687293044,-0.0000000000
11.8400,3.5687293044,-0.0000000000
11.8412,3.5687293044,-0.0000000000
11.8425,3.5687293044,-0.0000000000
11.8438,3.5687293044,-0.0000000000
11.8450,3.5687293044,-0.0000000000
11.8462,3.5687293044,-0.0000000000
11.8475,3.5687293044,-0.0000000000
11.8488,3.5687293044,-0.0000000000
11.8500,3.5687293044,-0.0000000000
11.8512,3.5687293044,-0.0000000000
11.8525,3.5687293044,-0.0000000000
11.8537,3.5687293044,-0.0000000000
11.8550,3.5687293044,-0.0000000000
11.8562,3.5687293044,-0.0000000000
11.8575,3.5687293044,-0.0000000000
11.8587,3.5687293044,-0.0000000000
11.8600,3.5687293044,-0.0000000000
11.8612,3.5687293044,-0.0000000000
11.8625,3.5687293044,-0.0000000000
11.8637,3.5687293044,-0.0000000000
11.8650,3.5687293044,-0.0000000000
11.8663,3.5687293044,-0.0000000000
11.8675,3.5687293044,-0.0000000000
11.8687,3.5687293044,-0.0000000000
11.8700,3.5687293044,-0.0000000000
11.8713,3.5687293044,-0.0000000000
11.8725,3.5687293044,-0.0000000000
11.8737,3.5687293044,-0.0000000000
11.8750,3.5687293044,-0.0000000000
11.8762,3.5687293044,-0.0000000000
11.8775,3.5687293044,-0.0000000000
11.8787,3.5687293044,-0.0000000000
11.8800,3.5687293044,-0.0000000000
11.8812,3.5687293044,-0.0000000000
11.8825,3.5687293044,-0.0000000000
11.8837,3.5687293044,-0.0000000000
11.8850,3.5687293044,-0.0000000000
11.8862,3.5687293044,-0.0000000000
11.8875,3.5687293044,-0.0000000000
11.8888,3.5687293044,-0.0000000000
11.8900,3.5687293044,-0.0000000000
11.8912,3.5687293044,-0.0000000000
11.8925,3.5687293044,-0.0000000000
11.8938,3.5687293044,-0.0000000000
11.8950,3.5687293044,-0.0000000000
11.8962,3.5687293044,-0.0000000000
11.8975,3.5687293044,-0.0000000000
11.8987,3.5687293044,-0.0000000000
11.9000,3.5687293044,-0.0000000000
11.9012,3.5687293044,-0.0000000000
11.9025,3.5687293044,-0.0000000000
11.9037,3.5687293044,-0.0000000000
11.9050,3.5687293044,-0.0000000000
11.9062,3.5687293044,-0.0000000000
11.9075,3.5687293044,-0.0000000000
11.9087,3.5687293044,-0.0000000000
11.9100,3.5687293044,-0.0000000000
11.9113,3.5687293044,-0.0000000000
11.9125,3.5687293044,-0.0000000000
11.9137,3.5687293044,-0.0000000000
11.9150,3.5687293044,-0.0000000000
11.9162,3.5687293044,-0.0000000000
11.9175,3.5687293044,-0.0000000000
11.9187,3.5687293044,-0.0000000000
11.9200,3.5687293044,-0.0000000000
11.9212,3.5687293044,-0.0000000000
11.9225,3.5687293044,-0.0000000000
11.9237,3.5687293044,-0.0000000000
11.9250,3.5687293044,-0.0000000000
11.9262,3.5687293044,-0.0000000000
11.9275,3.5687293044,-0.0000000000
11.9288,3.5687293044,-0.0000000000
11.9300,3.5687293044,-0.0000000000
11.9312,3.5687293044,-0.0000000000
11.9325,3.5687293044,-0.0000000000
11.9338,3.5687293044,-0.0000000000
11.9350,3.5687293044,-0.0000000000
11.9362,3.5687293044,-0.0000000000
11.9375,3.5687293044,-0.0000000000
11.9387,3.5687293044,-0.0000000000
11.9400,3.5687293044,-0.0000000000
11.9412,3.5687293044,-0.0000000000
11.9425,3.5687293044,-0.0000000000
11.9437,3.5687293044,-0.0000000000
11.9450,3.5687293044,-0.0000000000
11.9462,3.5687293044,-0.0000000000
11.9475,3.5687293044,-0.0000000000
11.9487,3.5687293044,-0.0000000000
11.9500,3.5687293044,-0.0000000000
11.9513,3.5687293044,-0.0000000000
11.9525,3.5687293044,-0.0000000000
11.9537,3.5687293044,-0.0000000000
11.9550,3.5687293044,-0.0000000000
11.9563,3.5687293044,-0.0000000000
11.9575,3.5687293044,-0.0000000000
11.9587,3.5687293044,-0.0000000000
11.9600,3.5687293044,-0.0000000000
11.9612,3.5687293044,-0.0000000000
11.9625,3.5687293044,-0.0000000000
11.9637,3.5687293044,-0.0000000000
11.9650,3.5687293044,-0.0000000000
11.9662,3.5687293044,-0.0000000000
11.9675,3.5687293044,-0.0000000000
11.9688,3.5687293044,-0.0000000000
11.9700,3.5687293044,-0.0000000000
11.9712,3.5687293044,-0.0000000000
11.9725,3.5687293044,-0.0000000000
11.9738,3.5687293044,-0.0000000000
11.9750,3.5687293044,-0.0000000000
11.9762,3.5687293044,-0.0000000000
11.9775,3.5687293044,-0.0000000000
11.9787,3.5687293044,-0.0000000000
11.9800,3.5687293044,-0.0000000000
11.9812,3.5687293044,-0.0000000000
11.9825,3.5687293044,-0.0000000000
11.9837,3.5687293044,-0.0000000000
11.9850,3.5687293044,-0.0000000000
11.9862,3.5687293044,-0.0000000000
11.9875,3.5687293044,-0.0000000000
11.9887,3.5687293044,-0.0000000000
11.9900,3.5687293044,-0.0000000000
11.9913,3.5687293044,-0.0000000000
11.9925,3.5687293044,-0.0000000000
11.9937,3.5687293044,-0.0000000000
11.9950,3.5687293044,-0.0000000000
11.9963,3.5687293044,-0.0000000000
11.9975,3.5687293044,-0.0000000000
11.9987,3.5687293044,-0.0000000000
12.0000,3.5687293044,-0.0000000000
12.0012,3.5687293044,-0.0000000000
12.0025,3.5687293044,-0.0000000000
12.0037,3.5687293044,-0.0000000000
12.0050,3.5687293044,-0.0000000000
12.0062,3.5687293044,-0.0000000000
12.0075,3.5687293044,-0.0000000000
12.0087,3.5687293044,-0.0000000000
12.0100,3.5687293044,-0.0000000000
12.0112,3.5687293044,-0.0000000000
12.0125,3.5687293044,-0.0000000000
12.0138,3.5687293044,-0.0000000000
12.0150,3.5687293044,-0.0000000000
12.0162,3.5687293044,-0.0000000000
12.0175,3.5687293044,-0.0000000000
12.0188,3.5687293044,-0.0000000000
12.0200,3.5687293044,-0.0000000000
12.0212,3.5687293044,-0.0000000000
12.0225,3.5687293044,-0.0000000000
12.0237,3.5687293044,-0.0000000000
12.0250,3.5687293044,-0.0000000000
12.0262,3.5687293044,-0.0000000000
12.0275,3.5687293044,-0.0000000000
12.0287,3.5687293044,-0.0000000000
12.0300,3.5687293044,-0.0000000000
12.0312,3.5687293044,-0.0000000000
12.0325,3.5687293044,-0.0000000000
12.0337,3.5687293044,-0.0000000000
12.0350,3.5687293044,-0.0000000000
12.0363,3.5687293044,-0.0000000000
12.0375,3.5687293044,-0.0000000000
12.0387,3.5687293044,-0.0000000000
12.0400,3.5687293044,-0.0000000000
12.0412,3.5687293044,-0.0000000000
12.0425,3.5687293044,-0.0000000000
12.0437,3.5687293044,-0.0000000000
12.0450,3.5687293044,-0.0000000000
12.0462,3.5687293044,-0.0000000000
12.0475,3.5687293044,-0.0000000000
12.0487,3.5687293044,-0.0000000000
12.0500,3.5687293044,-0.0000000000
12.0512,3.5687293044,-0.0000000000
12.0525,3.5687293044,-0.0000000000
12.0538,3.5687293044,-0.0000000000
12.0550,3.5687293044,-0.0000000000
12.0562,3.5687293044,-0.0000000000
12.0575,3.5687293044,-0.0000000000
12.0588,3.5687293044,-0.0000000000
12.0600,3.5687293044,-0.0000000000
12.0612,3.5687293044,-0.0000000000
12.0625,3.5687293044,-0.0000000000
12.0637,3.5687293044,-0.0000000000
12.0650,3.5687293044,-0.0000000000
12.0662,3.5687293044,-0.0000000000
12.0675,3.5687293044,-0.0000000000
12.0687,3.5687293044,-0.0000000000
12.0700,3.5687293044,-0.0000000000
12.0712,3.5687293044,-0.0000000000
12.0725,3.5687293044,-0.0000000000
12.0737,3.5687293044,-0.0000000000
12.0750,3.5687293044,-0.0000000000
12.0763,3.5687293044,-0.0000000000
12.0775,3.5687293044,-0.0000000000
12.0787,3.5687293044,-0.0000000000
12.0800,3.5687293044,-0.0000000000
12.0813,3.5687293044,-0.0000000000
12.0825,3.5687293044,-0.0000000000
12.0837,3.5687293044,-0.0000000000
12.0850,3.5687293044,-0.0000000000
12.0862,3.5687293044,-0.0000000000
12.0875,3.5687293044,-0.0000000000
12.0887,3.5687293044,-0.0000000000
12.0900,3.5687293044,-0.0000000000
12.0912,3.5687293044,-0.0000000000
12.0925,3.5687293044,-0.0000000000
12.0938,3.5687293044,-0.0000000000
12.0950,3.5687293044,-0.0000000000
12.0962,3.5687293044,-0.0000000000
12.0975,3.5687293044,-0.0000000000
12.0988,3.5687293044,-0.0000000000
12.1000,3.5687293044,-0.0000000000
12.1012,3.5687293044,-0.0000000000
12.1025,3.5687293044,-0.0000000000
12.1037,3.5687293044,-0.0000000000
12.1050,3.5687293044,-0.0000000000
12.1062,3.5687293044,-0.0000000000
12.1075,3.5687293044,-0.0000000000
12.1087,3.5687293044,-0.0000000000
12.1100,3.5687293044,-0.0000000000
12.1112,3.5687293044,-0.0000000000
12.1125,3.5687293044,-0.0000000000
12.1137,3.5687293044,-0.0000000000
12.1150,3.5687293044,-0.0000000000
12.1163,3.5687293044,-0.0000000000
12.1175,3.5687293044,-0.0000000000
12.1187,3.5687293044,-0.0000000000
12.1200,3.5687293044,-0.0000000000
12.1213,3.5687293044,-0.0000000000
12.1225,3.5687293044,-0.0000000000
12.1237,3.5687293044,-0.0000000000
12.1250,3.5687293044,-0.0000000000
12.1262,3.5687293044,-0.0000000000
12.1275,3.5687293044,-0.0000000000
12.1287,3.5687293044,-0.0000000000
12.1300,3.5687293044,-0.0000000000
12.1312,3.5687293044,-0.0000000000
12.1325,3.5687293044,-0.0000000000
12.1337,3.5687293044,-0.0000000000
12.1350,3.5687293044,-0.0000000000
12.1362,3.5687293044,-0.0000000000
12.1375,3.5687293044,-0.0000000000
12.1388,3.5687293044,-0.0000000000
12.1400,3.5687293044,-0.0000000000
12.1412,3.5687293044,-0.0000000000
12.1425,3.5687293044,-0.0000000000
12.1438,3.5687293044,-0.0000000000
12.1450,3.5687293044,-0.0000000000
12.1462,3.5687293044,-0.0000000000
12.1475,3.5687293044,-0.0000000000
12.1487,3.5687293044,-0.0000000000
12.1500,3.5687293044,-0.0000000000
12.1512,3.5687293044,-0.0000000000
12.1525,3.5687293044,-0.0000000000
12.1537,3.5687293044,-0.0000000000
12.1550,3.5687293044,-0.0000000000
12.1562,3.5687293044,-0.0000000000
12.1575,3.5687293044,-0.0000000000
12.1587,3.5687293044,-0.0000000000
12.1600,3.5687293044,-0.0000000000
12.1613,3.5687293044,-0.0000000000
12.1625,3.5687293044,-0.0000000000
12.1637,3.5687293044,-0.0000000000
12.1650,3.5687293044,-0.0000000000
12.1662,3.5687293044,-0.0000000000
12.1675,3.5687293044,-0.0000000000
12.1687,3.5687293044,-0.0000000000
12.1700,3.5687293044,-0.0000000000
12.1712,3.5687293044,-0.0000000000
12.1725,3.5687293044,-0.0000000000
12.1737,3.5687293044,-0.0000000000
12.1750,3.5687293044,-0.0000000000
12.1762,3.5687293044,-0.0000000000
12.1775,3.5687293044,-0.0000000000
12.1788,3.5687293044,-0.0000000000
12.1800,3.5687293044,-0.0000000000
12.1812,3.5687293044,-0.0000000000
12.1825,3.5687293044,-0.0000000000
12.1838,3.5687293044,-0.0000000000
12.1850,3.5687293044,-0.0000000000
12.1862,3.5687293044,-0.0000000000
12.1875,3.5687293044,-0.0000000000
12.1887,3.5687293044,-0.0000000000
12.1900,3.5687293044,-0.0000000000
12.1912,3.5687293044,-0.0000000000
12.1925,3.5687293044,-0.0000000000
12.1937,3.5687293044,-0.0000000000
12.1950,3.5687293044,-0.0000000000
12.1962,3.5687293044,-0.0000000000
12.1975,3.5687293044,-0.0000000000
12.1987,3.5687293044,-0.0000000000
12.2000,3.5687293044,-0.0000000000
12.2013,3.5687293044,-0.0000000000
12.2025,3.5687293044,-0.0000000000
12.2037,3.5687293044,-0.0000000000
12.2050,3.5687293044,-0.0000000000
12.2063,3.5687293044,-0.0000000000
12.2075,3.5687293044,-0.0000000000
12.2087,3.5687293044,-0.0000000000
12.2100,3.5687293044,-0.0000000000
12.2112,3.5687293044,-0.0000000000
12.2125,3.5687293044,-0.0000000000
12.2137,3.5687293044,-0.0000000000
12.2150,3.5687293044,-0.0000000000
12.2162,3.5687293044,-0.0000000000
12.2175,3.5687293044,-0.0000000000
12.2188,3.5687293044,-0.0000000000
12.2200,3.5687293044,-0.0000000000
12.2212,3.5687293044,-0.0000000000
12.2225,3.5687293044,-0.0000000000
12.2238,3.5687293044,-0.0000000000
12.2250,3.5687293044,-0.0000000000
12.2262,3.5687293044,-0.0000000000
12.2275,3.5687293044,-0.0000000000
12.2287,3.5687293044,-0.0000000000
12.2300,3.5687293044,-0.0000000000
12.2312,3.5687293044,-0.0000000000
12.2325,3.5687293044,-0.0000000000
12.2337,3.5687293044,-0.0000000000
12.2350,3.5687293044,-0.0000000000
12.2362,3.5687293044,-0.0000000000
12.2375,3.5687293044,-0.0000000000
12.2387,3.5687293044,-0.0000000000
12.2400,3.5687293044,-0.0000000000
12.2413,3.5687293044,-0.0000000000
12.2425,3.5687293044,-0.0000000000
12.2437,3.5687293044,-0.0000000000
12.2450,3.5687293044,-0.0000000000
12.2463,3.5687293044,-0.0000000000
12.2475,3.5687293044,-0.0000000000
12.2487,3.5687293044,-0.0000000000
12.2500,3.5687293044,-0.0000000000
12.2512,3.5687293044,-0.0000000000
12.2525,3.5687293044,-0.0000000000
12.2537,3.5687293044,-0.0000000000
12.2550,3.5687293044,-0.0000000000
12.2562,3.5687293044,-0.0000000000
12.2575,3.5687293044,-0.0000000000
12.2587,3.5687293044,-0.0000000000
12.2600,3.5687293044,-0.0000000000
12.2612,3.5687293044,-0.0000000000
12.2625,3.5687293044,-0.0000000000
12.2638,3.5687293044,-0.0000000000
12.2650,3.5687293044,-0.0000000000
12.2662,3.5687293044,-0.0000000000
12.2675,3.5687293044,-0.0000000000
12.2688,3.5687293044,-0.0000000000
12.2700,3.5687293044,-0.0000000000
12.2712,3.5687293044,-0.0000000000
12.2725,3.5687293044,-0.0000000000
12.2737,3.5687293044,-0.0000000000
12.2750,3.5687293044,-0.0000000000
12.2762,3.5687293044,-0.0000000000
12.2775,3.5687293044,-0.0000000000
12.2787,3.5687293044,-0.0000000000
12.2800,3.5687293044,-0.0000000000
12.2812,3.5687293044,-0.0000000000
12.2825,3.5687293044,-0.0000000000
12.2837,3.5687293044,-0.0000000000
12.2850,3.5687293044,-0.0000000000
12.2863,3.5687293044,-0.0000000000
12.2875,3.5687293044,-0.0000000000
12.2887,3.5687293044,-0.0000000000
12.2900,3.5687293044,-0.0000000000
12.2912,3.5687293044,-0.0000000000
12.2925,3.5687293044,-0.0000000000
12.2937,3.5687293044,-0.0000000000
12.2950,3.5687293044,-0.0000000000
12.2962,3.5687293044,-0.0000000000
12.2975,3.5687293044,-0.0000000000
12.2987,3.5687293044,-0.0000000000
12.3000,3.5687293044,-0.0000000000
12.3012,3.5687293044,-0.0000000000
12.3025,3.5687293044,-0.0000000000
12.3038,3.5687293044,-0.0000000000
12.3050,3.5687293044,-0.0000000000
12.3062,3.5687293044,-0.0000000000
12.3075,3.5687293044,-0.0000000000
12.3088,3.5687293044,-0.0000000000
12.3100,3.5687293044,-0.0000000000
12.3112,3.5687293044,-0.0000000000
12.3125,3.5687293044,-0.0000000000
12.3137,3.5687293044,-0.0000000000
12.3150,3.5687293044,-0.0000000000
12.3162,3.5687293044,-0.0000000000
12.3175,3.5687293044,-0.0000000000
12.3187,3.5687293044,-0.0000000000
12.3200,3.5687293044,-0.0000000000
12.3212,3.5687293044,-0.0000000000
12.3225,3.5687293044,-0.0000000000
12.3237,3.5687293044,-0.0000000000
12.3250,3.5687293044,-0.0000000000
12.3263,3.5687293044,-0.0000000000
12.3275,3.5687293044,-0.0000000000
12.3287,3.5687293044,-0.0000000000
12.3300,3.5687293044,-0.0000000000
12.3313,3.5687293044,-0.0000000000
12.3325,3.5687293044,-0.0000000000
12.3337,3.5687293044,-0.0000000000
12.3350,3.5687293044,-0.0000000000
12.3362,3.5687293044,-0.0000000000
12.3375,3.5687293044,-0.0000000000
12.3387,3.5687293044,-0.0000000000
12.3400,3.5687293044,-0.0000000000
12.3412,3.5687293044,-0.0000000000
12.3425,3.5687293044,-0.0000000000
12.3438,3.5687293044,-0.0000000000
12.3450,3.5687293044,-0.0000000000
12.3462,3.5687293044,-0.0000000000
12.3475,3.5687293044,-0.0000000000
12.3488,3.5687293044,-0.0000000000
12.3500,3.5687293044,-0.0000000000
12.3512,3.5687293044,-0.0000000000
12.3525,3.5687293044,-0.0000000000
12.3537,3.5687293044,-0.0000000000
12.3550,3.5687293044,-0.0000000000
12.3562,3.5687293044,-0.0000000000
12.3575,3.5687293044,-0.0000000000
12.3587,3.5687293044,-0.0000000000
12.3600,3.5687293044,-0.0000000000
12.3612,3.5687293044,-0.0000000000
12.3625,3.5687293044,-0.0000000000
12.3637,3.5687293044,-0.0000000000
12.3650,3.5687293044,-0.0000000000
12.3663,3.5687293044,-0.0000000000
12.3675,3.5687293044,-0.0000000000
12.3687,3.5687293044,-0.0000000000
12.3700,3.5687293044,-0.0000000000
12.3713,3.5687293044,-0.0000000000
12.3725,3.5687293044,-0.0000000000
12.3737,3.5687293044,-0.0000000000
12.3750,3.5687293044,-0.0000000000
12.3762,3.5687293044,-0.0000000000
12.3775,3.5687293044,-0.0000000000
12.3787,3.5687293044,-0.0000000000
12.3800,3.5687293044,-0.0000000000
12.3812,3.5687293044,-0.0000000000
12.3825,3.5687293044,-0.0000000000
12.3837,3.5687293044,-0.0000000000
12.3850,3.5687293044,-0.0000000000
12.3862,3.5687293044,-0.0000000000
12.3875,3.5687293044,-0.0000000000
12.3888,3.5687293044,-0.0000000000
12.3900,3.5687293044,-0.0000000000
12.3912,3.5687293044,-0.0000000000
12.3925,3.5687293044,-0.0000000000
12.3938,3.5687293044,-0.0000000000
12.3950,3.5687293044,-0.0000000000
12.3962,3.5687293044,-0.0000000000
12.3975,3.5687293044,-0.0000000000
12.3987,3.5687293044,-0.0000000000
12.4000,3.5687293044,-0.0000000000
12.4012,3.5687293044,-0.0000000000
12.4025,3.5687293044,-0.0000000000
12.4037,3.5687293044,-0.0000000000
12.4050,3.5687293044,-0.0000000000
12.4062,3.5687293044,-0.0000000000
12.4075,3.5687293044,-0.0000000000
12.4087,3.5687293044,-0.0000000000
12.4100,3.5687293044,-0.0000000000
12.4113,3.5687293044,-0.0000000000
12.4125,3.5687293044,-0.0000000000
12.4137,3.5687293044,-0.0000000000
12.4150,3.5687293044,-0.0000000000
12.4162,3.5687293044,-0.0000000000
12.4175,3.5687293044,-0.0000000000
12.4187,3.5687293044,-0.0000000000
12.4200,3.5687293044,-0.0000000000
12.4212,3.5687293044,-0.0000000000
12.4225,3.5687293044,-0.0000000000
12.4237,3.5687293044,-0.0000000000
12.4250,3.5687293044,-0.0000000000
12.4262,3.5687293044,-0.0000000000
12.4275,3.5687293044,-0.0000000000
12.4288,3.5687293044,-0.0000000000
12.4300,3.5687293044,-0.0000000000
12.4312,3.5687293044,-0.0000000000
12.4325,3.5687293044,-0.0000000000
12.4338,3.5687293044,-0.0000000000
12.4350,3.5687293044,-0.0000000000
12.4362,3.5687293044,-0.0000000000
12.4375,3.5687293044,-0.0000000000
12.4387,3.5687293044,-0.0000000000
12.4400,3.5687293044,-0.0000000000
12.4412,3.5687293044,-0.0000000000
12.4425,3.5687293044,-0.0000000000
12.4437,3.5687293044,-0.0000000000
12.4450,3.5687293044,-0.0000000000
12.4462,3.5687293044,-0.0000000000
12.4475,3.5687293044,-0.0000000000
12.4487,3.5687293044,-0.0000000000
12.4500,3.5687293044,-0.0000000000
12.4513,3.5687293044,-0.0000000000
12.4525,3.5687293044,-0.0000000000
12.4537,3.5687293044,-0.0000000000
12.4550,3.5687293044,-0.0000000000
12.4563,3.5687293044,-0.0000000000
12.4575,3.5687293044,-0.0000000000
12.4587,3.5687293044,-0.0000000000
12.4600,3.5687293044,-0.0000000000
12.4612,3.5687293044,-0.0000000000
12.4625,3.5687293044,-0.0000000000
12.4637,3.5687293044,-0.0000000000
12.4650,3.5687293044,-0.0000000000
12.4662,3.5687293044,-0.0000000000
12.4675,3.5687293044,-0.0000000000
12.4688,3.5687293044,-0.0000000000
12.4700,3.5687293044,-0.0000000000
12.4712,3.5687293044,-0.0000000000
12.4725,3.5687293044,-0.0000000000
12.4738,3.5687293044,-0.0000000000
12.4750,3.5687293044,-0.0000000000
12.4762,3.5687293044,-0.0000000000
12.4775,3.5687293044,-0.0000000000
12.4787,3.5687293044,-0.0000000000
12.4800,3.5687293044,-0.0000000000
12.4812,3.5687293044,-0.0000000000
12.4825,3.5687293044,-0.0000000000
12.4837,3.5687293044,-0.0000000000
12.4850,3.5687293044,-0.0000000000
12.4862,3.5687293044,-0.0000000000
12.4875,3.5687293044,-0.0000000000
12.4887,3.5687293044,-0.0000000000
12.4900,3.5687293044,-0.0000000000
12.4913,3.5687293044,-0.0000000000
12.4925,3.5687293044,-0.0000000000
12.4937,3.5687293044,-0.0000000000
12.4950,3.5687293044,-0.0000000000
12.4963,3.5687293044,-0.0000000000
12.4975,3.5687293044,-0.0000000000
12.4987,3.5687293044,-0.0000000000
12.5000,3.5687293044,-0.0000000000
12.5012,3.5687293044,-0.0000000000
12.5025,3.5687293044,-0.0000000000
12.5037,3.5687293044,-0.0000000000
12.5050,3.5687293044,-0.0000000000
12.5062,3.5687293044,-0.0000000000
12.5075,3.5687293044,-0.0000000000
12.5087,3.5687293044,-0.0000000000
12.5100,3.5687293044,-0.0000000000
12.5112,3.5687293044,-0.0000000000
12.5125,3.5687293044,-0.0000000000
12.5138,3.5687293044,-0.0000000000
12.5150,3.5687293044,-0.0000000000
12.5162,3.5687293044,-0.0000000000
